,n_count,seq_count
1206,416,>IMS-10116-CVDP-971A593D-97FE-4634-A9F1-24AD2428BE91|2021-10-26
1207,99,>IMS-10013-CVDP-C2048E5E-C732-41F8-89F9-C6B856A3035B|2021-09-06
1208,254,>IMS-10013-CVDP-FF4D4BBB-A19E-429A-803D-F87956F3BE88|2021-08-30
1209,12,>IMS-10013-CVDP-30C40C0B-5AAA-40E2-9C08-256DDD7E3F92|2021-10-28
1210,737,>IMS-10116-CVDP-FCCF529E-C3E6-446B-A461-48C2D53013B9|2021-08-27
1211,572,>IMS-10013-CVDP-01944|2021-02-01
1212,126,>IMS-10116-CVDP-5159D5A3-2604-4B0C-8FEE-8009C3F483C6|2021-08-17
1213,657,>IMS-10116-CVDP-3A709DA6-DDCF-47D4-BC49-ADF0184098D0|2021-11-29
1214,380,>IMS-10116-CVDP-667FB7AC-43BB-408C-A13D-4BD78855A015|2021-11-30
1215,105,>IMS-10116-CVDP-4BE1A12F-B367-4F63-A510-E4844A229ECB|2021-08-06
1216,250,>IMS-10116-CVDP-9FEAB8F5-1DC1-43E1-AA7B-199815114CCF|2021-09-17
1217,445,>IMS-10116-CVDP-B08BF795-8683-47B2-93E1-0426E47CC377|2021-10-06
1218,516,>IMS-10116-CVDP-3DD26397-F571-4805-BC69-53D22A61F21A|2021-02-05
1219,256,>IMS-10116-CVDP-14DFEA70-0E10-4B4A-AAFB-5552A75CC589|2021-09-09
1220,343,>IMS-10116-CVDP-847C3DE8-5311-4E86-ACC6-7A3B07E41167|2021-04-02
1221,253,>IMS-10116-CVDP-0B92A6B5-04CD-425C-93C7-1829C02E3BB7|2021-04-19
1222,463,>IMS-10116-CVDP-FA7CEFA0-4FC9-4091-9AA9-7B1133D39765|2021-12-01
1223,314,>IMS-10013-CVDP-CA99C9D7-E96D-408A-8EA3-2AF5EBE5F375|2021-05-19
1224,124,>IMS-10116-CVDP-FB296BF5-F672-45E4-A407-6AA657D00BBB|2021-03-18
1225,121,>IMS-10116-CVDP-A1FDE109-869A-495D-A9EE-B4D8BE8FF999|2021-08-24
1226,429,>IMS-10116-CVDP-93E5F6F5-69F8-4616-BDE6-97FD5AB3206D|2021-02-03
1227,259,>IMS-10116-CVDP-2BD1AA0A-CF20-4236-BA41-A2FFE0F02B03|2021-11-01
1228,259,>IMS-10116-CVDP-FF940165-BCAB-4DE4-8D61-20AAB96BE92C|2021-12-02
1229,162,>IMS-10013-CVDP-898D5925-00B8-42CF-9088-499FADF04141|2021-11-26
1230,844,>IMS-10224-CVDP-954A30CD-F6A6-4C16-A53B-D603B9CCCCA6|2021-06-16
1231,253,>IMS-10116-CVDP-9314764D-C573-409D-9F2E-05ED4EFD621A|2021-06-01
1232,519,>IMS-10116-CVDP-24375A6E-750D-41F7-A7B7-85D7BC8FB165|2021-09-30
1233,34,>IMS-10013-CVDP-DF9E201A-F6BE-440A-9C55-6841CD1DB8D6|2021-07-21
1234,293,>IMS-10013-CVDP-074EB9CB-EBA2-4357-9B94-D170FE5CC3C3|2021-12-10
1235,380,>IMS-10116-CVDP-15EC845E-4A35-41A2-980E-BC77D658DB39|2021-02-01
1236,746,>IMS-10116-CVDP-F5316776-69AF-468D-A29A-5391E96883D5|2021-08-23
1237,422,>IMS-10116-CVDP-3DFCE7F6-B0E9-4D7A-80C6-14DD16E3DFDB|2021-07-29
1238,259,>IMS-10116-CVDP-0C73272A-39FE-4B7A-AC55-DDA5E6EB5E6C|2021-12-02
1239,908,>IMS-10116-CVDP-D8F23E52-41B5-4205-9C9D-ECB1A698551C|2021-12-18
1240,383,>IMS-10116-CVDP-3FC70FEC-8B2B-4BAA-AB9F-588AED4135E6|2021-11-08
1241,414,>IMS-10116-CVDP-6A7936EA-BB9A-471A-B9B9-2AAFA601ABFA|2021-09-18
1242,257,>IMS-10116-CVDP-BFBBD630-B47D-45C0-8F47-1B1C51353DC5|2021-08-27
1243,65,>IMS-10013-CVDP-E3D37F22-8F4E-45C1-9FBE-5804A20F011E|2021-09-23
1244,121,>IMS-10116-CVDP-8D1DA261-C90A-430A-9FF5-E62566AD55AC|2021-02-20
1245,525,>IMS-10116-CVDP-C4B8FC6F-0D1E-4D29-91F5-A5F19FB79BCB|2021-11-30
1246,11,>IMS-10013-CVDP-E1518D5C-6EC8-4DAC-99C5-0DC683CA1C4A|2021-08-17
1247,588,>IMS-10116-CVDP-6893219C-2081-4205-A3FB-11704118D446|2021-07-29
1248,253,>IMS-10116-CVDP-32F8C397-BC49-4FF8-86E1-3CCE5CF76596|2021-06-04
1249,588,>IMS-10116-CVDP-44488B83-8DCB-4D0E-865D-DBB401D07B16|2021-02-06
1250,1092,>IMS-10116-CVDP-BDDA70BE-116C-4563-B13F-8BD5D79FB839|2021-11-08
1251,183,>IMS-10116-CVDP-5953B50B-16A1-43E1-BDE3-D45CE7B9FA04|2021-08-28
1252,253,>IMS-10116-CVDP-8B810F5D-C672-4685-84C9-0A6E580BA26B|2021-05-03
1253,18,>IMS-10013-CVDP-CEB9E84B-D185-4A58-9CEC-2E00CCCCAB75|2021-10-06
1254,439,>IMS-10116-CVDP-C468BA37-1095-4C9B-A442-77C9B68FFF81|2021-09-06
1255,259,>IMS-10013-CVDP-85E90568-2AC9-458A-86CA-CB357EAF0B1D|2021-11-19
1256,154,>IMS-10591-CVDP-000030|2021-01-26
1257,1310,>IMS-10116-CVDP-0039440C-E28A-49B8-BD18-250AF49400DD|2021-09-23
1258,458,>IMS-10116-CVDP-F6570F44-0B6A-4B94-977F-E46F0E57349C|2021-12-13
1259,606,>IMS-10224-CVDP-0972AF01-DD1B-4B66-A807-FA85293A959F|2021-04-26
1260,536,>IMS-10116-CVDP-3A7F63C6-91E1-4DA1-89DB-15C3BEB650E6|2021-06-09
1261,425,>IMS-10116-CVDP-88F68CD9-010C-4C3B-BB16-6E010C18DAD0|2021-12-03
1262,457,>IMS-10116-CVDP-CA7996FD-98D2-46D7-A15E-0FD38B32280B|2021-11-29
1263,42,>IMS-10013-CVDP-F6A0ECFD-D849-4595-9F76-A11BCB41231D|2021-12-08
1264,202,>IMS-10013-CVDP-8F2D5818-EB30-42B2-8C64-D684C77687AA|2021-08-02
1265,257,>IMS-10116-CVDP-F7286668-E108-4C6B-AD12-4759F604F428|2021-08-25
1266,409,>IMS-10116-CVDP-53C8B669-8024-4CCA-A8B4-0C334D240484|2021-03-16
1267,424,>IMS-10116-CVDP-69390059-D734-48FE-B468-0C5C8733AE6F|2021-07-13
1268,474,>IMS-10116-CVDP-420B8E2E-215B-49B9-9392-D4D61DF9CB74|2021-08-27
1269,253,>IMS-10116-CVDP-2922319D-B27A-466A-914E-15B0E4F374C6|2021-05-26
1270,303,>IMS-10116-CVDP-782B2928-6040-4EAB-AACC-79A7CCB80C7F|2021-03-30
1271,432,>IMS-10116-CVDP-F431511A-5671-4671-84A4-4AB0F7E9190D|2021-11-29
1272,248,>IMS-10116-CVDP-30366025-0A4C-40C0-9898-B4199A4C83CC|2021-12-03
1273,871,>IMS-10116-CVDP-66B41212-5BFA-4637-A317-8422B42777C6|2021-12-10
1274,8,>IMS-10013-CVDP-92B37E09-F017-4E9D-8605-F7E398946907|2021-12-22
1275,862,>IMS-10116-CVDP-79C7CCBA-7E20-4EE0-A308-3559177124B8|2021-09-30
1276,335,>IMS-10116-CVDP-7552232F-3E20-4EA1-B5C0-5E6D5BFB7142|2021-10-15
1277,111,>IMS-10013-CVDP-EF160D05-B747-4D84-9497-28D3B6A57CDF|2021-12-14
1278,286,>IMS-10116-CVDP-24C4B4B6-BDA7-480B-B58E-583BE5CA85A4|2021-11-29
1279,625,>IMS-10116-CVDP-8C10B86B-0553-4388-9F9D-5DEE5C49C1FC|2021-07-19
1280,35,>IMS-10013-CVDP-F154A4BE-8749-423B-AF4C-D5A28E2DF8B2|2021-08-11
1281,236,>IMS-10116-CVDP-61705573-5FF1-414D-9630-93C1FD4B01D3|2021-10-19
1282,170,>IMS-10013-CVDP-24B70B25-E69D-4229-AC36-763BB73BCD77|2021-08-20
1283,32,>IMS-10013-CVDP-1547637D-E7A0-459E-9061-D7190A46ED71|2021-04-29
1284,34,>IMS-10013-CVDP-C19DA10A-4C05-462A-9EDE-E77BF9FABB20|2021-08-18
1285,31,>IMS-10013-CVDP-01426|2021-01-29
1286,32,>IMS-10013-CVDP-7CAF1A93-EF71-473D-9C1F-4138D0A47DF0|2021-05-27
1287,571,>IMS-10116-CVDP-B4336736-E9F9-4C7F-B969-FBFB08E69D0A|2021-10-21
1288,257,>IMS-10116-CVDP-1DD83582-2A7E-424B-B690-DB83D193F7ED|2021-12-02
1289,257,>IMS-10013-CVDP-40FCC1A0-2DA6-4603-8129-8EE41ADA42B5|2021-09-29
1290,447,>IMS-10116-CVDP-0CA044EE-DE8A-496F-AA51-39DEF64FC4A8|2021-09-09
1291,121,>IMS-10116-CVDP-E3630CB0-6924-459B-8D47-B090C2BBB1BA|2021-08-25
1292,701,>IMS-10116-CVDP-54C19053-FE86-40C2-9698-78AB13225380|2021-11-30
1293,121,>IMS-10116-CVDP-C2C0127B-B227-459C-9D80-CCF4FBC4DC3C|2021-02-15
1294,305,>IMS-10013-CVDP-12DEDC0D-6EEA-4016-AE14-920DA88C05F4|2021-09-21
1295,37,>IMS-10013-CVDP-56F8B634-A408-45D0-BAC1-0B41A50FF73F|2021-08-11
1296,1354,>IMS-10116-CVDP-C1722AB4-949A-42D8-8E45-301753C7C252|2021-12-18
1297,259,>IMS-10116-CVDP-09D0F089-63E2-4EB9-BD05-80DB3A966E8D|2021-09-25
1298,79,>IMS-10116-CVDP-EF720F31-61B5-431C-8215-933FDF8DF047|2021-11-29
1299,121,>IMS-10116-CVDP-24DBE039-D143-4FD2-BE86-4E30660C2789|2021-08-19
1300,14,>IMS-10013-CVDP-81C8B9E3-D2E6-4874-AFB4-A916A6DFB8DA|2021-08-11
1301,667,>IMS-10116-CVDP-C3F6E53A-9A47-400B-AE9F-6F406FBA2774|2021-12-03
1302,124,>IMS-10116-CVDP-EC36CC51-46AF-4F73-A6E2-AE6DE5A38183|2021-08-20
1303,418,>IMS-10116-CVDP-59704131-21DB-4F9D-9ECA-60B0D373FD69|2021-10-23
1304,841,>IMS-10013-CVDP-F723CAEC-4CAE-49CB-A57E-CDE41521005F|2021-11-26
1305,874,>IMS-10116-CVDP-B07410D1-D1C5-465E-A7D8-60F5C60558B4|2021-06-08
1306,471,>IMS-10116-CVDP-27F5B912-8BF5-474B-94CC-CD3A699F7502|2021-09-05
1307,307,>IMS-10116-CVDP-2E3B133E-DD4B-4A85-8986-29D7F4EBA08F|2021-09-03
1308,259,>IMS-10116-CVDP-A233A8A3-1B1E-4803-9B60-09320BDE3ED7|2021-09-21
1309,124,>IMS-10116-CVDP-D6CE6B71-315C-47AD-9682-6D3FAD0ACECF|2021-02-26
1310,0,>IMS-10150-CVDP-A5FAC23E-1817-4C46-8ACD-7D94E270C190|2021-08-04
1311,771,>IMS-10116-CVDP-ECED0EE9-D386-4FBA-BD17-9DFD67305BFC|2021-08-30
1312,1029,>IMS-10116-CVDP-2895C8BC-C5CA-453F-BE2F-296B7928302F|2021-07-10
1313,259,>IMS-10116-CVDP-04E50F87-D6F8-494F-9AAC-BA2089E34925|2021-08-19
1314,377,>IMS-10116-CVDP-D8836BA5-007B-4260-8D5B-BB467133E5F9|2021-07-27
1315,605,>IMS-10224-CVDP-EB507D6D-AE2D-4A0E-955A-3AB39157C472|2021-06-03
1316,345,>IMS-10116-CVDP-08843875-0838-4312-945F-01062532AB5A|2021-09-28
1317,257,>IMS-10116-CVDP-0CF0E3BD-2924-4E35-8A85-408968DE9B00|2021-11-29
1318,444,>IMS-10116-CVDP-35D4B289-797A-43BB-B292-F9CF10A27051|2021-03-16
1319,311,>IMS-10116-CVDP-8600CC62-F3EB-44F8-9DA3-844BC2DE73BD|2021-08-25
1320,503,>IMS-10116-CVDP-9F4CE67F-9086-4153-9DBD-3DF8C2D21607|2021-11-05
1321,259,>IMS-10116-CVDP-B29A34B7-4686-40D2-AFC2-C9735618BE14|2021-09-02
1322,142,>IMS-10116-CVDP-5AF2E0EE-8E72-44D2-8888-7A385BC9F5CF|2021-08-14
1323,49,>IMS-10036-CVDP-719F2C81-96E7-44EC-959B-57482F0122E2|2021-03-29
1324,250,>IMS-10013-CVDP-0C0FF8F2-EDE0-4BFA-B216-7644BA54AEA9|2021-05-14
1325,610,>IMS-10116-CVDP-3852225F-7AC6-42AD-88EE-1A4EDD4B3E62|2021-07-22
1326,121,>IMS-10116-CVDP-7DB35769-632F-48A9-AAD1-DD54408017B5|2021-07-27
1327,339,>IMS-10116-CVDP-091FF072-EE3E-4813-8977-471E17F685C5|2021-05-03
1328,259,>IMS-10116-CVDP-42DAE5B4-F001-4D94-B832-C1F3BD71DBC6|2021-09-29
1329,419,>IMS-10116-CVDP-97B7C2CD-FA0B-471C-A0EC-C65EA7EC6AD9|2021-10-02
1330,318,>IMS-10116-CVDP-03FCD3FD-5FD3-429A-BE0F-EB6A27DAE41E|2021-12-29
1331,256,>IMS-10116-CVDP-B7C64740-0298-4DD8-AB65-ED714BD796F5|2021-08-23
1332,80,>IMS-10013-CVDP-B0BC0420-764D-4B3E-9A28-757D13461BDC|2021-12-27
1333,259,>IMS-10116-CVDP-3B6190E3-EB4A-4900-86AD-4481AE648DDF|2021-09-11
1334,631,>IMS-10116-CVDP-8F5564EC-268F-4693-9851-CFA0EF2D2ADA|2021-09-01
1335,251,>IMS-10116-CVDP-5153F765-82D9-46A1-A14D-6C9B1AFA2D67|2021-04-22
1336,257,>IMS-10116-CVDP-89449893-CB5E-4690-B385-29A518C3D25D|2021-09-07
1337,418,>IMS-10116-CVDP-930EAEFC-E12B-4155-97AE-62C5439557BF|2021-10-22
1338,7,>IMS-10318-CVDP-515BDAB9-3883-48F9-8EFB-15C5CA920ADB|2021-03-09
1339,1482,>IMS-10116-CVDP-EA129747-4CA1-40B4-B297-EBCE683DBBD1|2021-09-11
1340,386,>IMS-10116-CVDP-291B8427-65EF-4F50-9FFD-3B684AA4FD91|2021-10-30
1341,121,>IMS-10116-CVDP-38886F60-0DD0-4D55-80A9-E405C7283B7A|2021-02-11
1342,290,>IMS-10116-CVDP-3ADE4BB4-13BA-4C7A-B22A-809F9BD03A3B|2021-12-10
1343,53,>IMS-10020-CVDP-D7D172BA-8AE5-430B-8593-EB80F61DE47B|2021-02-26
1344,32,>IMS-10013-CVDP-964B7ADA-26C0-49A2-ACC0-BFF65A2172F5|2021-04-15
1345,259,>IMS-10116-CVDP-78015F22-0B05-4200-8E9D-8E489887F52E|2021-05-03
1346,210,>IMS-10013-CVDP-5C0D628F-8F03-474E-ACF4-DDF809BA980C|2021-09-08
1347,266,>IMS-10036-CVDP-F600D709-3449-4E5F-A63E-44DDBD5E404C|2021-09-21
1348,442,>IMS-10013-CVDP-A00FBEC1-D7A4-4BAE-A2D5-CF47BF40091A|2021-08-20
1349,121,>IMS-10116-CVDP-742EDDDB-121A-4A37-BAD2-2CE51C955945|2021-06-08
1350,610,>IMS-10013-CVDP-5183DB0B-E497-491B-AA58-07EB3F9D3C6C|2021-11-22
1351,266,>IMS-10036-CVDP-C4D6CA77-9157-4754-9DE6-BC647213A7BC|2021-11-08
1352,251,>IMS-10116-CVDP-35794841-8904-4123-81EA-3A653C7F70CF|2021-02-06
1353,121,>IMS-10116-CVDP-16858C67-499B-45F0-9BFA-E89F7AB47838|2021-07-28
1354,259,>IMS-10116-CVDP-D4BFE7D1-A114-427F-9796-AFAC56374F42|2021-11-15
1355,38,>IMS-10013-CVDP-1B158C6D-CF3C-46AC-B036-624FFF95F0C6|2021-12-16
1356,486,>IMS-10116-CVDP-62607D20-DC14-4F2A-85B2-EAEA76CE709D|2021-11-30
1357,259,>IMS-10116-CVDP-EE289662-22F2-4CAB-AD56-CC9EBC447A9D|2021-08-16
1358,259,>IMS-10116-CVDP-BBB2395A-8E57-4457-BC01-D1C4763CF166|2021-09-11
1359,230,>IMS-10116-CVDP-A3B070BC-2022-45C0-9B86-09E55EF8D0C6|2021-03-11
1360,259,>IMS-10116-CVDP-41B347C4-CCBF-4C80-A5A0-D3768EBFBFCF|2021-12-04
1361,121,>IMS-10116-CVDP-7550367D-03C7-4588-8F4C-B922BCF8E8B3|2021-08-09
1362,416,>IMS-10116-CVDP-EED95A3F-5B8F-4284-B620-9E7471B4F009|2021-09-13
1363,242,>IMS-10013-CVDP-D2625D2F-5BE2-4354-8786-8BDA05112775|2021-08-20
1364,424,>IMS-10116-CVDP-4F379FD4-FAC8-453A-B724-D7B7D557AEEC|2021-07-22
1365,15,>IMS-10013-CVDP-01843|2021-02-05
1366,121,>IMS-10116-CVDP-717A2CB6-198F-4E4C-981D-EA24CC3FCC4B|2021-08-19
1367,259,>IMS-10116-CVDP-A9F65433-5759-45F6-9155-031BD289FF0E|2021-12-13
1368,412,>IMS-10116-CVDP-796EC227-1BD0-402E-9B03-4E4F3B3D15E1|2021-11-11
1369,6,>IMS-10013-CVDP-5188EADC-8A5C-469B-AC63-7C597E44C7C7|2021-08-18
1370,879,>IMS-10116-CVDP-2E732E05-9D6C-4C03-B8BD-EE2CBF58576C|2021-11-29
1371,435,>IMS-10116-CVDP-99189A1E-A5C4-47D4-A075-BA880D7CA9D8|2021-05-04
1372,251,>IMS-10116-CVDP-C5381C6F-7570-4713-B905-A02C1D390203|2021-06-01
1373,259,>IMS-10116-CVDP-E4091797-5133-44E0-BEBC-5A4522393DAF|2021-12-02
1374,257,>IMS-10116-CVDP-C6211BD3-F0E9-4315-A0DF-902DB4EF11C3|2021-02-24
1375,261,>IMS-10116-CVDP-C3D43920-1B4C-4CE7-85D7-EB320C863349|2021-11-25
1376,439,>IMS-10116-CVDP-77168BD6-4499-4BBF-B639-123235986820|2021-05-04
1377,254,>IMS-10116-CVDP-2887A670-3CFF-4982-839E-162EA62C425D|2021-08-20
1378,1148,>IMS-10116-CVDP-517969B9-B33B-4ECC-A3B7-09A665AD1789|2021-09-20
1379,416,>IMS-10116-CVDP-2ADAB879-CDA6-478D-A2E2-FD7EA73B0069|2021-10-20
1380,124,>IMS-10025-CVDP-00238|2021-01-18
1381,251,>IMS-10116-CVDP-3C05D40A-9924-4C52-A7F9-F8D256E3054C|2021-03-24
1382,769,>IMS-10116-CVDP-C44C77F1-C658-43A0-BB19-2B1C494B73AD|2021-07-29
1383,432,>IMS-10116-CVDP-FFED84E3-74B6-49F4-B803-3B13B108279C|2021-12-01
1384,462,>IMS-10116-CVDP-84146A0C-A26F-4301-B8DB-18A9D576194D|2021-05-12
1385,1195,>IMS-10116-CVDP-A7B2AA65-503B-4735-B890-4B4BCD80068A|2021-11-29
1386,91,>IMS-10116-CVDP-C40501C3-B0CA-49DD-B39F-8453926F2BE6|2021-08-10
1387,321,>IMS-10013-CVDP-84D4C9A8-5723-4252-81DE-5D2704569102|2021-11-30
1388,479,>IMS-10116-CVDP-CC563131-D262-4304-B623-7DA6D1D27104|2021-09-08
1389,421,>IMS-10116-CVDP-004BA4A7-FBC7-4471-B1DA-6B0D7EABE52A|2021-07-20
1390,411,>IMS-10116-CVDP-075FD648-03E3-40CF-B324-01CD8D550E34|2021-03-12
1391,301,>IMS-10116-CVDP-765ECC9C-5598-48CF-A027-F631C540D2B5|2021-12-01
1392,253,>IMS-10116-CVDP-9014C29F-C9D1-4F6C-8CA8-E6AE7FA42505|2021-03-29
1393,125,>IMS-10013-CVDP-6B80935A-1714-4E6B-A7D8-9AC3A76FF58C|2021-12-10
1394,583,>IMS-10013-CVDP-98614E4D-3C7B-4082-A2E9-2962D6D851D2|2021-11-19
1395,54,>IMS-10013-CVDP-7708A005-FEEE-4677-930E-4246D99658D3|2021-07-21
1396,251,>IMS-10116-CVDP-0CA22437-03E4-4DE8-93C3-79B85D1FB675|2021-03-11
1397,424,>IMS-10116-CVDP-D662EE3B-A0F3-4973-9BF0-F8CCBB574E19|2021-08-12
1398,32,>IMS-10013-CVDP-C2AAA9F1-8394-486E-A702-37CFE9B10950|2021-03-22
1399,656,>IMS-10116-CVDP-1ECBE8A0-8F38-422D-A79B-B839C8AD34A5|2021-08-31
1400,15,>IMS-10013-CVDP-10B1FFD8-D10B-46A9-8D06-FB95DB255DDD|2021-11-04
1401,121,>IMS-10116-CVDP-C11EE42A-CDC0-4234-ABCE-DB9AB873652C|2021-02-08
1402,259,>IMS-10116-CVDP-0F004B83-0604-41A8-81E4-B8ADA6031867|2021-09-02
1403,263,>IMS-10116-CVDP-264D679F-5735-44ED-B810-054D48AE6923|2021-11-30
1404,856,>IMS-10116-CVDP-5DE94179-1887-4F5F-B2DF-ADC5A3FC8D37|2021-11-30
1405,142,>IMS-10013-CVDP-D2C3CA6C-D613-449C-914A-B31D9CC7BE49|2021-08-23
1406,285,>IMS-10013-CVDP-020E9603-6FC1-4808-B8C5-FABEAC08758C|2021-12-20
1407,123,>IMS-10116-CVDP-D7E33275-1873-4890-BBBA-7CC0372E69A9|2021-08-14
1408,51,>IMS-10020-CVDP-78DC0860-CFEF-4AA7-A7A3-08EE86B137B0|2021-02-12
1409,545,>IMS-10116-CVDP-802F5300-C37E-42FC-997B-1132A5836198|2021-09-13
1410,35,>IMS-10013-CVDP-4A00E8FF-87C9-4CB0-A7A7-014EDBC75B17|2021-08-30
1411,293,>IMS-10116-CVDP-6473D2ED-4A41-4ECE-8022-B0BDAE41AAD2|2021-10-14
1412,421,>IMS-10116-CVDP-6E600D1D-E4BC-4F3E-BE6A-4315CAB63CAB|2021-06-01
1413,674,>IMS-10224-CVDP-FC275A04-B18F-4EB9-BF9C-6A167CC0A2D2|2021-08-31
1414,261,>IMS-10116-CVDP-83C7DE62-ED2B-453E-B466-E04AEA832C5D|2021-12-02
1415,229,>IMS-10013-CVDP-A40928B2-CD45-4C60-A676-4259A2A1103E|2021-11-09
1416,420,>IMS-10116-CVDP-F3C9788F-ECC9-4BF6-97C2-2DA2ED5CD5DF|2021-12-10
1417,251,>IMS-10116-CVDP-6229DDA4-F86F-4123-ADD0-9CCED2D0FC30|2021-05-11
1418,9,>IMS-10013-CVDP-C636B6AD-5D00-4344-9697-5E4B1163FE4A|2021-07-21
1419,44,>IMS-10150-CVDP-37023DA2-FC67-431A-A85E-8D403DB961EE|2021-07-29
1420,259,>IMS-10116-CVDP-180C2A03-8D17-43D5-B8A5-74B9B3339AB9|2021-09-29
1421,427,>IMS-10116-CVDP-8559CB28-6C6C-4214-8982-6B0A07391169|2021-05-12
1422,36,>IMS-10013-CVDP-8AA663EA-0B58-474C-82D5-CD53F9D456E5|2021-08-20
1423,339,>IMS-10116-CVDP-761EBA9D-B157-441F-B01A-83111476FF51|2021-12-03
1424,305,>IMS-10013-CVDP-6662B24E-B49D-499D-BF76-44DB775432E2|2021-12-21
1425,426,>IMS-10116-CVDP-D8F9A2E4-5E42-4623-A6DC-D8DE00ED957D|2021-07-01
1426,259,>IMS-10116-CVDP-F6F2473F-9105-477B-9D1C-4E48FA50148B|2021-12-08
1427,259,>IMS-10116-CVDP-0216A9BF-66A4-4CEE-A751-F2ABBE119EBA|2021-12-08
1428,428,>IMS-10116-CVDP-41FF9688-547D-4683-B4FC-4F0101D890D6|2021-11-25
1429,416,>IMS-10116-CVDP-6FB52119-F53C-4802-809F-F3F90E82B451|2021-10-26
1430,912,>IMS-10224-CVDP-C13A6F3B-F575-4AA9-9E2D-5E8108B9CD23|2021-05-21
1431,259,>IMS-10116-CVDP-67210540-DB18-4895-A094-99D1419D9FE4|2021-09-29
1432,411,>IMS-10116-CVDP-BC79B90F-E3DF-47CE-A9F0-2D35DE27C472|2021-11-26
1433,19,>IMS-10318-CVDP-4DF01B45-57EF-4DFC-9172-482462DA2117|2021-03-15
1434,194,>IMS-10025-CVDP-00084|2021-01-19
1435,290,>IMS-10116-CVDP-F9FAEC27-AE9F-4A32-8145-45B077DD4665|2021-07-20
1436,121,>IMS-10116-CVDP-F6AB954F-6142-48D0-8E83-F72DB342DEA4|2021-08-23
1437,1347,>IMS-10013-CVDP-E182DD5E-7D86-47FE-B25A-ECB13026AD07|2021-11-05
1438,259,>IMS-10116-CVDP-73A4D5F0-B175-4E7E-926D-43F34739FA70|2021-09-21
1439,5,>IMS-10013-CVDP-E35FEB7E-4940-4AF7-ABE6-455B2168C138|2021-04-22
1440,107,>IMS-10013-CVDP-3F3382BF-695B-48CE-9BB4-7D79602B4F41|2021-05-04
1441,123,>IMS-10116-CVDP-D995EA43-C008-4CE7-842E-E77308161F61|2021-08-16
1442,445,>IMS-10013-CVDP-1717E40E-1814-4F1A-84AD-64F467EB2992|2021-08-28
1443,259,>IMS-10116-CVDP-A952EDFB-7050-46C9-AE7A-6C6C0BF99489|2021-08-25
1444,747,>IMS-10036-CVDP-720CDCE4-4BCA-4AD7-912A-DA3C4626CFEB|2021-11-17
1445,421,>IMS-10116-CVDP-658CEAD9-4745-4DBD-B28A-66352DD34145|2021-12-02
1446,463,>IMS-10116-CVDP-897E2B8D-2163-48B2-9D75-A19D0891FB3E|2021-08-28
1447,436,>IMS-10116-CVDP-ABD31C80-F3A8-469D-82A3-537486D0C035|2021-10-06
1448,417,>IMS-10116-CVDP-0CB7F8AD-58F1-4309-BEAB-F9E792195A11|2021-03-20
1449,510,>IMS-10036-CVDP-4F88F014-20DA-4991-BAFF-415482949EB7|2021-11-15
1450,101,>IMS-10116-CVDP-73127050-0BCF-4627-BB82-34B3A8A94CE2|2021-08-24
1451,445,>IMS-10116-CVDP-D1FA0A2E-FDED-4FBF-82AA-9AAA0DAFAEFE|2021-12-02
1452,122,>IMS-10025-CVDP-00078|2021-01-19
1453,251,>IMS-10116-CVDP-B0CA3A90-3106-40BC-8103-5EFB2993C8AD|2021-11-02
1454,259,>IMS-10116-CVDP-7A0092B0-2EC2-4B89-9994-AEB3A06C1199|2021-11-28
1455,339,>IMS-10116-CVDP-0C0A0049-F900-4F9F-8D1B-6573657CCC01|2021-12-03
1456,259,>IMS-10116-CVDP-F2F4ECDC-04BE-4CBF-89BE-DEE0E30A4573|2021-11-30
1457,253,>IMS-10116-CVDP-69C7BE10-E7D9-42CB-9C64-E20588D8F5F5|2021-06-01
1458,657,>IMS-10116-CVDP-3EE46540-A8BC-41AE-983E-D3B934DD4921|2021-12-02
1459,1048,>IMS-10116-CVDP-D46866B4-57A2-4D61-8659-1BB7806F3884|2021-06-09
1460,259,>IMS-10116-CVDP-CB3035F9-D46C-4FA9-8442-337D7C1C3225|2021-12-03
1461,217,>IMS-10318-CVDP-67681951-0C44-4E5B-97E1-6DE84DB5E06F|2021-03-03
1462,416,>IMS-10116-CVDP-3896E32F-616D-4DCB-A85E-1EDAD5582AD9|2021-09-25
1463,76,>IMS-10116-CVDP-7476B377-45D5-4397-A3D3-43CBC7387CDC|2021-08-20
1464,135,>IMS-10013-CVDP-88220146-3A5C-4F0F-B851-3E6E02BC118E|2021-08-23
1465,38,>IMS-10013-CVDP-CBAC8431-BDE8-4DA0-9396-344613FBA742|2021-11-11
1466,255,>IMS-10116-CVDP-4028BA45-3D9A-4257-8134-55EE4B73D8AA|2021-03-14
1467,205,>IMS-10116-CVDP-0D43AAD1-CD7E-4A82-8A56-A351AF860DCF|2021-09-16
1468,259,>IMS-10116-CVDP-A082C105-BF28-4703-948E-3864A8EE25C2|2021-12-04
1469,132,>IMS-10013-CVDP-01828|2021-02-02
1470,262,>IMS-10013-CVDP-E370CBB9-7EB3-4EA9-95ED-C20F21D8A85C|2021-11-19
1471,33,>IMS-10013-CVDP-389968FE-EDE3-4DBA-9392-F3CCEEBEF9F9|2021-03-17
1472,255,>IMS-10116-CVDP-E893D874-9E8D-491D-B6AA-2691E352016C|2021-03-22
