,n_count,seq_count
2531,380,>IMS-10227-CVDP-7B532A0E-2164-4FBC-B7C4-D31DA8112BFD|2021-11-30
2532,848,>IMS-10087-CVDP-5DE304C3-C012-49DD-A6FB-25F039BF022C|2021-12-21
2533,248,>IMS-10013-CVDP-D887DC18-BD7F-4355-A125-9DC8E8A559E9|2021-06-19
2534,896,>IMS-10186-CVDP-965DD21C-46E1-465A-98F8-EFB176D4BD60|2021-12-04
2535,828,>IMS-10186-CVDP-E45973F2-4280-49AD-8EDB-00B357712B9D|2021-12-20
2536,628,>IMS-10087-CVDP-F7807472-87F8-4F0D-815B-3790BFC6D091|2021-12-01
2537,550,>IMS-10264-CVDP-88ED9B11-04F8-49F7-B2AE-0B0D8237D374|2021-02-04
2538,349,>IMS-10116-CVDP-D1B68947-D7FF-4835-BC2F-4B4A2CAAD9CA|2021-11-25
2539,164,>IMS-10087-CVDP-4943FE28-DE88-4C10-B85C-E14448714CD3|2021-09-17
2540,264,>IMS-10061-CVDP-27D48353-916F-4828-B88F-B62606DF1AAE|2021-12-03
2541,384,>IMS-10267-CVDP-361F29E1-C483-4D81-948B-254B6D111B26|2021-04-20
2542,33,>IMS-10013-CVDP-062692FC-C76A-42B9-AE96-179D796A6645|2021-12-15
2543,363,>IMS-10087-CVDP-BB9BF50F-2484-40F5-B83A-8FA1F642B7F7|2021-11-28
2544,135,>IMS-10186-CVDP-2C3EFBE0-B82C-4041-9E36-A931FAF2CD1B|2021-09-16
2545,411,>IMS-10267-CVDP-0FB38F96-D25D-459B-BF47-74DBE609E937|2021-03-26
2546,0,>IMS-10061-CVDP-274B796B-2135-4702-9A0E-BBD235B924F3|2021-07-22
2547,728,>IMS-10087-CVDP-8FA5C1DA-517A-49F9-93E8-AC1495A6FADF|2021-10-04
2548,113,>IMS-10013-CVDP-A1915ECD-CD0D-4FD9-A505-D2FC35479B03|2021-09-15
2549,57,>IMS-10061-CVDP-88D1B5E7-A09D-42A6-B392-DC13EEA6B16C|2021-03-22
2550,846,>IMS-10594-CVDP-EB28D9CE-5B84-495B-B0E2-C7C1B328F7AB|2021-02-07
2551,640,>IMS-10186-CVDP-103DC2D6-8391-4FED-9303-C07740A47BDC|2021-04-21
2552,732,>IMS-10116-CVDP-33E83A39-9940-4EB3-9565-1DEF0AD25E67|2021-12-28
2553,100,>IMS-10341-CVDP-1784D038-2502-4CFD-9637-BE0B4A137C44|2021-03-24
2554,560,>IMS-10186-CVDP-6B7CC52C-9C4E-4584-BA41-3AC9F6B20B58|2021-09-20
2555,48,>IMS-10013-CVDP-80115B69-8EDF-451E-8BC7-6835F479ADFD|2021-10-14
2556,104,>IMS-10087-CVDP-6DADFBE4-A120-4C41-AB10-16ABB4FB2908|2021-10-18
2557,616,>IMS-10116-CVDP-44659466-7F69-4DAE-BB16-6ECA4AF8CC87|2021-03-16
2558,235,>IMS-10261-CVDP-FBF319A4-E41E-40C4-8447-051D3419251C|2021-02-19
2559,259,>IMS-10116-CVDP-3B3E08C0-CBBC-44B7-90F4-D779912F478E|2021-12-06
2560,236,>IMS-10186-CVDP-DAF0B21E-3519-4A78-8497-D3B5B9F7AE28|2021-04-26
2561,0,>IMS-10227-CVDP-EC5C9BAC-FCA5-4BD4-B64E-79B1E9CC681B|2021-04-21
2562,0,>IMS-10061-CVDP-9C78D326-CAB3-4193-AC22-91BC94FE342A|2021-08-19
2563,26,>IMS-10261-CVDP-77B13EAA-E38A-48AA-99DA-21D35C71060B|2021-03-24
2564,345,>IMS-10267-CVDP-3AE782D3-0FB2-40F7-BC1E-F6F8122DF96C|2021-12-18
2565,253,>IMS-10116-CVDP-088991D3-16E7-466E-A7DB-0D242F638EB8|2021-05-28
2566,239,>IMS-10261-CVDP-046BD8BB-5900-4C42-9134-6E771B03AF1A|2021-02-16
2567,369,>IMS-10267-CVDP-F5473588-E106-4C20-946E-FC453E9690DD|2021-08-16
2568,409,>IMS-10225-CVDP-0EBD80ED-1738-4C58-B605-B2BB38737132|2021-06-01
2569,78,>IMS-10186-CVDP-39B7F0F1-DE45-4C64-A3B0-4DB00651988B|2021-04-06
2570,73,>IMS-10227-CVDP-3769E575-1744-426B-B6F5-0172C06852DC|2021-09-14
2571,1,>IMS-10594-CVDP-5D772E09-FBE2-4BE3-889B-F7095BF68391|2021-10-21
2572,328,>IMS-10087-CVDP-E76A5311-50CF-433A-A946-F0894305F861|2021-10-04
2573,251,>IMS-10013-CVDP-D1538030-D67C-49A0-9C97-C05CF79D7812|2021-04-24
2574,34,>IMS-10013-CVDP-70CFE030-51EE-4ABF-8BAF-E19B227770C9|2021-02-17
2575,431,>IMS-10186-CVDP-FC142891-DA52-4CF0-B742-915046EA3334|2021-12-07
2576,529,>IMS-10267-CVDP-A2A37E9B-7C67-41EF-8346-E1A18FB62088|2021-08-24
2577,623,>IMS-10594-CVDP-71402B4A-1CF4-46C9-B9B5-0BA0A890AD41|2021-10-25
2578,719,>IMS-10087-CVDP-C2A4DAFE-3D2C-4B64-8282-4C5A1A9CC18F|2021-11-26
2579,123,>IMS-10116-CVDP-54E7FDB3-8582-47B1-8690-2A474FA3B58B|2021-08-10
2580,0,>IMS-10061-CVDP-A92D7952-2389-411B-A725-B0FFC622B89E|2021-08-30
2581,256,>IMS-10116-CVDP-B07783C7-DF7A-40B0-9672-3ACDB826399D|2021-12-01
2582,416,>IMS-10116-CVDP-26134901-5084-4B59-A8BD-7B454F85F205|2021-10-22
2583,535,>IMS-10261-CVDP-41A90548-0673-4D32-A52B-0400D4E8FC5D|2021-03-16
2584,432,>IMS-10116-CVDP-45AC20B7-470F-46E1-82CA-CF7C5A33D5F4|2021-11-02
2585,0,>IMS-10061-CVDP-E138BA82-B426-4EBB-A40C-A3A1ABD79B7E|2021-10-06
2586,36,>IMS-10259-CVDP-2E9358FE-C2E7-4AB4-A466-61832DA11671|2021-05-07
2587,75,>IMS-10227-CVDP-4958002E-6918-4DE4-B5E6-814A664EF3AE|2021-09-15
2588,1231,>IMS-10087-CVDP-4C909B04-E239-4BB6-B429-B84C27387755|2021-11-26
2589,263,>IMS-10013-CVDP-3013AC15-813F-452C-9810-2A499C8B8E84|2021-11-03
2590,284,>IMS-10061-CVDP-BF764D1A-07F1-4918-BBA8-1229B13FB8E8|2021-12-14
2591,31,>IMS-10013-CVDP-5D4183D4-C113-4CAE-8A02-80593E431F05|2021-04-02
2592,3,>IMS-10225-CVDP-00428|2021-01-27
2593,0,>IMS-10227-CVDP-9EE35FDA-AE0E-4667-BDA6-1E308DF222C3|2021-09-08
2594,32,>IMS-10013-CVDP-683E82CB-36F6-4D23-B0C9-6D5210FE96DF|2021-05-15
2595,441,>IMS-10116-CVDP-B6959BDB-6D6C-4CA5-AB1B-B5D1DAFB8E85|2021-02-12
2596,15,>IMS-10013-CVDP-528E481F-3D46-4F19-850F-9E936ED7095B|2021-05-08
2597,40,>IMS-10013-CVDP-E44D280B-F203-4A8D-9533-62A33BB2303C|2021-12-15
2598,141,>IMS-10087-CVDP-56B93120-88EA-4086-B4EA-3160FAE7CC9D|2021-12-15
2599,36,>IMS-10227-CVDP-1420C686-88F9-4FF9-A330-93F0F51CE3FE|2021-11-18
2600,866,>IMS-10267-CVDP-B3E5B271-57BB-477F-8356-1AF10BC17670|2021-04-06
2601,566,>IMS-10087-CVDP-892640C0-E85D-4F5B-A9ED-24D185A28F0C|2021-09-16
2602,351,>IMS-10087-CVDP-03A071AE-D81E-47A9-8985-C55D3AE1FA2E|2021-11-23
2603,488,>IMS-10087-CVDP-3C1F5470-9494-4A97-B1AF-451C844397D4|2021-11-22
2604,396,>IMS-10116-CVDP-C4F60E38-9DE5-4532-BB43-FDB7D2841974|2021-04-24
2605,957,>IMS-10225-CVDP-9BCAE2A7-41C3-4386-B885-4C55C630C87B|2021-12-21
2606,2,>IMS-10594-CVDP-DAD0553D-53E5-4B66-A359-BC86C1C3E808|2021-10-25
2607,44,>IMS-10061-CVDP-D2A10D3F-84FD-49BE-8969-79DD2D20B99E|2021-03-18
2608,177,>IMS-10267-CVDP-7647044B-55ED-4EE0-8E22-D1FF012DD19E|2021-10-04
2609,992,>IMS-10116-CVDP-3828484C-B341-4738-83BF-DB777C590052|2021-12-27
2610,0,>IMS-10061-CVDP-4110DCCB-4319-4EC4-B24C-40C4469997F6|2021-11-18
2611,1348,>IMS-10261-CVDP-D56384F1-73AF-4AD8-A857-E1012F96688D|2021-03-24
2612,219,>IMS-10267-CVDP-53BA8B3E-9B94-4375-831A-12CBC946B126|2021-04-27
2613,1307,>IMS-10116-CVDP-03F9833D-0DB8-44E1-83FB-DCDF41994679|2021-11-21
2614,259,>IMS-10116-CVDP-62E01D07-D772-4021-BF27-ECE480B780C5|2021-11-18
2615,296,>IMS-10186-CVDP-2F72F2F2-D343-43D1-AE6B-E1F69FA238C3|2021-10-26
2616,1062,>IMS-10227-CVDP-73BBE07E-1EBE-4EF8-BFF0-F38E9A5F99CF|2021-07-20
2617,34,>IMS-10013-CVDP-C8A0DC7D-2E47-4C85-9B86-BFC59E45EBE0|2021-05-15
2618,276,>IMS-10061-CVDP-8D79DC34-B826-4FD3-B8E1-477422061149|2021-11-15
2619,254,>IMS-10227-CVDP-265D6372-10EE-4AB5-B79C-9C0BDBC365DE|2021-12-07
2620,6,>IMS-10061-CVDP-40913787-D6EB-4BA3-A917-3081DF1B9AA2|2021-11-12
2621,27,>IMS-10227-CVDP-0B4E1B52-1DD9-4DB8-926D-4345629530B4|2021-08-10
2622,660,>IMS-10116-CVDP-3A131FAF-3510-4727-82DE-71F12C6BFEA6|2021-12-07
2623,353,>IMS-10267-CVDP-3B2DC671-0FDC-41B6-984C-84121804ABC9|2021-12-13
2624,148,>IMS-10061-CVDP-6DB020BE-9B65-4DAC-B46E-D2214BDAB419|2021-12-13
2625,1214,>IMS-10225-CVDP-A85295A8-CA93-4E18-9DFF-7399C95D046E|2021-12-24
2626,0,>IMS-10061-CVDP-B2CD4721-B513-47F5-8F47-BDA65E8F4B8C|2021-05-21
2627,679,>IMS-10087-CVDP-FB9A5A06-4B58-4D76-BF6A-C2E0B255C6BB|2021-12-07
2628,630,>IMS-10594-CVDP-0F834965-17AA-4269-8423-F694DF16B196|2021-05-27
2629,84,>IMS-10227-CVDP-5EBCC26E-C041-4D09-8A95-4F934CAF1291|2021-04-08
2630,222,>IMS-10186-CVDP-56D85681-005C-42CF-932E-ADFF6F92EC5C|2021-11-12
2631,707,>IMS-10267-CVDP-B11DCD68-6803-4100-AAA1-6AA5BB858659|2021-02-12
2632,258,>IMS-10186-CVDP-CCFDD809-3308-4258-839F-94CEE65798B0|2021-11-30
2633,306,>IMS-10261-CVDP-00165|2021-02-03
2634,17,>IMS-10013-CVDP-F14F0FA3-F235-4AD5-9A0F-03994E8EFC53|2021-05-22
2635,121,>IMS-10116-CVDP-F335756E-21BF-4128-9A45-20C276230A94|2021-05-29
2636,0,>IMS-10061-CVDP-D22AD238-7029-4357-B839-65358E5C4D57|2021-09-16
2637,0,>IMS-10061-CVDP-3CB3E787-2CC0-4193-A792-FB8258FECC38|2021-08-03
2638,576,>IMS-10116-CVDP-441B603C-AD20-446D-A95A-2D6B46700DB9|2021-11-22
2639,1069,>IMS-10116-CVDP-4E3C0327-055E-4B8F-8C35-791BE34B4843|2021-12-28
2640,129,>IMS-10087-CVDP-EBA41A0E-A866-4F37-B46B-0A116E725600|2021-09-27
2641,437,>IMS-10186-CVDP-15264C63-F392-4FAC-A6B0-247BE2A54B6A|2021-10-20
2642,45,>IMS-10013-CVDP-325431B2-FBE9-49E3-9763-3CFECE90AC52|2021-09-01
2643,248,>IMS-10186-CVDP-AACB7A0A-9E8A-464A-87C8-237341C973C0|2021-11-30
2644,480,>IMS-10261-CVDP-E8835FA8-3E97-4701-A89E-BEC433F7C4D5|2021-03-18
2645,798,>IMS-10087-CVDP-DEB261D0-CF3D-4E73-B452-4DB101A0D7E0|2021-09-27
2646,610,>IMS-10186-CVDP-9624C178-5953-4867-8CC1-DE655C1F5B4B|2021-09-21
2647,197,>IMS-10186-CVDP-6C945C9E-A657-4FFA-8F54-4708FC2EDAEA|2021-12-03
2648,88,>IMS-10087-CVDP-3D53718A-2216-4BE9-91CB-7709E580EAE7|2021-10-19
2649,574,>IMS-10186-CVDP-1C7BE4FD-CACE-4E9B-9A93-57FEFF0C2264|2021-12-04
2650,419,>IMS-10087-CVDP-3F7B6F16-1245-4C02-9F39-9176A3CBB580|2021-11-18
2651,253,>IMS-10116-CVDP-FF7CB906-4116-4050-8D8A-6190A82E5814|2021-07-05
2652,70,>IMS-10087-CVDP-86B13570-751B-4FC9-818A-ADEF127D2DC2|2021-09-10
2653,424,>IMS-10116-CVDP-CBAE6325-A74B-4AC6-8B62-843A6D7A1416|2021-07-21
2654,230,>IMS-10225-CVDP-81611C3D-15AE-4B8E-A426-019EC820DC0D|2021-12-17
2655,605,>IMS-10267-CVDP-7A3E2D4A-11E3-40D2-B2E5-67DB368888EF|2021-08-31
2656,207,>IMS-10087-CVDP-BBA1971B-2085-4A18-8FB6-EC27753B6D96|2021-12-01
2657,411,>IMS-10116-CVDP-474A33A9-78CF-454E-AC44-B7A42E6986FE|2021-02-13
2658,970,>IMS-10116-CVDP-9EE145DF-5BCE-4536-91D2-54B611C42687|2021-12-01
2659,209,>IMS-10186-CVDP-705EBEC9-3993-427B-97B9-C078BD2B1916|2021-12-08
2660,202,>IMS-10013-CVDP-02736A88-EF7D-4EF0-AF97-5DF69D1C3E8D|2021-12-22
2661,0,>IMS-10061-CVDP-92051B40-BA97-45A4-8D21-3C763C27EA5C|2021-06-08
2662,327,>IMS-10225-CVDP-7CD44538-6E56-450C-A117-F7D73C0ABD92|2021-11-10
2663,0,>IMS-10061-CVDP-4F925223-0A72-4018-8DBC-8FBCF35703EE|2021-09-27
2664,174,>IMS-10116-CVDP-D3400A28-60E7-4B3C-A70D-1DC3E0899CA6|2021-07-30
2665,251,>IMS-10116-CVDP-94ECC0B8-1D59-44E9-9EEF-2D58422C29BD|2021-05-07
2666,1590,>IMS-10116-CVDP-AE755E16-B131-4E88-917C-C631AECB8DD5|2021-11-16
2667,46,>IMS-10020-CVDP-3BEBA4D6-EA3F-44C2-9A67-69BBB6FBF613|2021-02-22
2668,259,>IMS-10116-CVDP-F6475BA0-826F-4BAF-A7A2-D9416735C67D|2021-09-07
2669,255,>IMS-10116-CVDP-10186C01-2FBC-4EC6-A8B4-3152ADD84534|2021-03-01
2670,24,>IMS-10061-CVDP-4DB6786D-50D9-4DA3-BF5B-BA1EBB0E45F2|2021-03-24
2671,7,>IMS-10594-CVDP-4B90A828-5176-4B3D-A4E8-2766034F26AE|2021-09-06
2672,967,>IMS-10087-CVDP-BE4954DC-E0D8-437E-8B9B-AC8B03C7F294|2021-12-14
2673,249,>IMS-10594-CVDP-764A8E30-7875-4101-AF0A-16898E2EE2AC|2021-11-29
2674,259,>IMS-10116-CVDP-B6F4A192-173C-4E17-8E64-602345E80A7B|2021-09-06
2675,197,>IMS-10225-CVDP-9B802AE3-8494-4454-97A8-DE817E3B9D72|2021-11-22
2676,85,>IMS-10087-CVDP-4E10B913-689E-44C2-8662-CD5A23FAF10D|2021-02-25
2677,343,>IMS-10225-CVDP-44033EB0-FC26-472A-B758-3636A58D72C1|2021-05-18
2678,31,>IMS-10227-CVDP-CB6157AC-4D3A-49C3-848A-748985FE1717|2021-08-19
2679,20,>IMS-10013-CVDP-0AD7D4B3-8511-473E-A3B4-7BF462F9847F|2021-05-15
2680,478,>IMS-10013-CVDP-36C2E292-0B96-46C4-A865-AD2781D45847|2021-09-08
2681,0,>IMS-10061-CVDP-BB1DB6FC-3D01-4276-8E09-A3BDAF7EE05F|2021-04-29
2682,251,>IMS-10116-CVDP-C67E3E9E-4C7D-49DD-BCD1-7398EB109909|2021-05-07
2683,992,>IMS-10186-CVDP-5307FA77-3B7A-40C3-9939-EED544BBBDF1|2021-09-02
2684,21,>IMS-10186-CVDP-00035|2021-01-20
2685,2,>IMS-10594-CVDP-E2709138-B81E-4520-B045-A7CD2AAA0F13|2021-05-10
2686,726,>IMS-10087-CVDP-E79864E4-4587-4BAA-A7E3-01A74B730F0D|2021-12-25
2687,0,>IMS-10227-CVDP-88323483-6A14-4BF9-B58E-DB1E92110C6D|2021-12-27
2688,919,>IMS-10225-CVDP-106B7F40-54BA-43B1-976F-E1950B41C67E|2021-12-23
2689,366,>IMS-10186-CVDP-75290168-010C-488A-95E7-CFB224455C38|2021-12-10
2690,623,>IMS-10225-CVDP-2A62D363-4C26-4104-9BEE-63F2AD6BBD95|2021-09-10
2691,9,>IMS-10186-CVDP-6E328104-827E-4626-A379-30FD5A7ECDDF|2021-05-21
2692,221,>IMS-10225-CVDP-76499DCC-6D55-443D-A4F3-EF467955D511|2021-05-03
2693,758,>IMS-10186-CVDP-9BDAEA2B-5122-48BA-BB38-020CF3AE7EDE|2021-11-19
2694,170,>IMS-10116-CVDP-E39AD2F8-757C-400F-B82F-B50E19907906|2021-10-11
2695,1004,>IMS-10225-CVDP-9F8EC756-D241-4790-B59A-BA88BBF2C325|2021-05-17
2696,466,>IMS-10186-CVDP-5363E7E4-1D50-4DAD-9FC5-07ECA3D3FD29|2021-10-14
2697,492,>IMS-10225-CVDP-57172F08-BE80-4B02-B5EB-0669F2166DED|2021-03-12
2698,643,>IMS-10087-CVDP-C3AB6900-A35E-4563-844B-D6065A04EEF9|2021-12-13
2699,210,>IMS-10267-CVDP-9F687141-8800-4B79-9AFD-CF03C841B109|2021-05-31
2700,267,>IMS-10013-CVDP-D803A9AE-37B7-4631-810F-A8B67D084B71|2021-08-11
2701,253,>IMS-10116-CVDP-81B7417A-18D2-4BF7-A112-2DF1ED7D1F10|2021-04-12
2702,253,>IMS-10116-CVDP-974224B5-26B6-440F-9003-8A6AEC32D4E8|2021-05-18
2703,243,>IMS-10225-CVDP-90E74594-7A60-44DA-96DC-2B4C248D25EF|2021-12-02
2704,30,>IMS-10013-CVDP-3D4500C2-E537-4553-8A60-6C77B517E763|2021-03-20
2705,48,>IMS-10061-CVDP-6C5EB6E8-791C-47B6-8ED3-8E735556C7E9|2021-02-18
2706,259,>IMS-10116-CVDP-3A64DBDE-5533-4126-BECE-2D211B8D3C67|2021-11-28
2707,163,>IMS-10261-CVDP-DAC47810-6A2C-450B-AC03-598E2C456C98|2021-04-03
2708,195,>IMS-10087-CVDP-9388288D-9CCA-4D1D-9796-6BEE19086955|2021-12-13
2709,347,>IMS-10116-CVDP-F4C0EB6D-EE1F-45D8-AC09-113569AC9262|2021-11-22
2710,196,>IMS-10186-CVDP-B75153ED-EC61-4AF4-91C2-42D3F5082BAC|2021-12-16
2711,621,>IMS-10186-CVDP-7B252CD5-3249-4E8C-AD01-A20288279E8A|2021-11-14
2712,270,>IMS-10186-CVDP-A82EECD2-C67D-4BAD-9B47-787126397A5C|2021-11-12
2713,276,>IMS-10186-CVDP-57B326F0-8C63-4063-8C71-0472725C49F1|2021-11-18
2714,155,>IMS-10087-CVDP-F41C1B2B-CF1F-4C54-9E6A-FB1B1F477DED|2021-09-03
2715,233,>IMS-10013-CVDP-714D3C8C-F4EE-40C6-9D5E-EB392AD73DF2|2021-08-11
2716,241,>IMS-10087-CVDP-C25171D7-A233-4BBC-806C-926493CFFFB0|2021-09-27
2717,111,>IMS-10013-CVDP-0D0F9A27-18F7-4AB6-BB2C-BED815857F06|2021-09-01
2718,223,>IMS-10267-CVDP-10980FF7-C22A-4FFC-9C78-2536A194E072|2021-04-23
2719,489,>IMS-10267-CVDP-B5349BAA-8637-46CA-A1B9-3AC73A642DB7|2021-03-12
2720,394,>IMS-10116-CVDP-825BF793-73AC-47E8-8420-4FEEFD9A18DB|2021-10-11
2721,262,>IMS-10087-CVDP-ECD79558-9B38-48A1-8E96-4A433DDA6C72|2021-12-06
2722,671,>IMS-10186-CVDP-7A5A157B-EFBD-4A9D-9EF0-E4733581DD0F|2021-12-14
2723,507,>IMS-10261-CVDP-7FD60ED8-F169-44DA-A493-5BBE912CA3A7|2021-03-26
2724,204,>IMS-10267-CVDP-7DCB30B6-3ACF-4116-A770-039FD49AB1C6|2021-10-26
2725,351,>IMS-10087-CVDP-1FE2DD75-1D66-4605-83BC-59A5061890EC|2021-11-26
2726,160,>IMS-10013-CVDP-B3A511DE-430F-45F0-8C63-09462299069D|2021-02-24
2727,1065,>IMS-10087-CVDP-C716B62D-298D-4B50-AC20-5B9396E88E1F|2021-12-04
2728,78,>IMS-10061-CVDP-FF88A83A-2D42-41E5-A0FF-DD902DF7A806|2021-08-11
2729,155,>IMS-10061-CVDP-DAFC9955-9EBE-4217-BAF4-09D44BA5172B|2021-09-17
2730,456,>IMS-10594-CVDP-6114C4DD-9DBB-4941-9142-733394B4AF20|2021-12-19
2731,26,>IMS-10061-CVDP-8310CD08-6D8F-4894-97DB-8C5A69EE2D9E|2021-08-23
2732,189,>IMS-10267-CVDP-0F8EA5B5-F117-4AD0-8412-3D94128A3674|2021-12-14
2733,339,>IMS-10087-CVDP-1CA610F7-42F4-46B7-A08C-0FF943A5DD8F|2021-11-26
2734,268,>IMS-10087-CVDP-074A0BBD-8132-4BD8-BDE4-F9D58104C78E|2021-11-29
2735,528,>IMS-10594-CVDP-CC2D2DB8-D493-451C-9E7F-91FEC51E6C2F|2021-12-16
2736,174,>IMS-10186-CVDP-65DFAAD9-EF70-436B-89CE-25F0AD965886|2021-10-27
2737,388,>IMS-10227-CVDP-269EB1D7-D097-4746-B8C0-78FA0D4B8C99|2021-03-19
2738,521,>IMS-10087-CVDP-CBDC6F65-BF11-4285-9D6A-0E81523DAF41|2021-11-26
2739,242,>IMS-10225-CVDP-8806C0C5-E73D-4834-973B-90BAF1FE8BE2|2021-12-22
2740,608,>IMS-10261-CVDP-1AC486CE-11F2-4947-BF84-3220E7748547|2021-03-08
2741,604,>IMS-10267-CVDP-A22A408E-E729-4CB6-8D95-ECE037615BCF|2021-03-09
2742,121,>IMS-10116-CVDP-DB222A49-803E-4FA0-B4DF-1DE3FA87A756|2021-03-08
2743,1083,>IMS-10267-CVDP-FF730891-6D93-479A-BB23-7492BCE9E6C1|2021-11-17
2744,406,>IMS-10116-CVDP-2DC0AB09-773F-4A4F-BCC4-1F2FE0C794C6|2021-12-07
2745,462,>IMS-10116-CVDP-E3225F6A-39B7-4FE9-A58A-DEC8FAA6D871|2021-09-21
2746,546,>IMS-10116-CVDP-79B744EE-93B9-4C56-B32D-6837D2A7DECA|2021-09-21
2747,219,>IMS-10267-CVDP-025ADB07-4740-4F1E-8DD8-526372E4679C|2021-10-05
2748,908,>IMS-10116-CVDP-0C35A597-80A2-477D-85FB-F743698173C8|2021-12-14
2749,121,>IMS-10116-CVDP-743AF2F2-A3DB-41A7-9BE6-192BD46D8F20|2021-08-09
2750,141,>IMS-10186-CVDP-52F1F737-3B6F-4F13-AF50-37E8D398CE51|2021-10-01
2751,756,>IMS-10116-CVDP-848CA637-3B43-463D-B731-B0A4C5F13993|2021-08-02
2752,181,>IMS-10087-CVDP-335270D9-2F4E-4FA8-9307-4B416971D8E3|2021-03-09
2753,259,>IMS-10116-CVDP-F90AA8A3-4F79-464A-BCDE-A6FA65B91139|2021-11-16
2754,484,>IMS-10267-CVDP-143EA0FD-E9E7-42EF-8561-637EF80A2628|2021-11-26
2755,54,>IMS-10594-CVDP-0906544D-4E1A-4C22-8907-A8AF7BEB4820|2021-10-31
2756,222,>IMS-10116-CVDP-5C608F80-C9C4-44B1-B434-E1338F11E780|2021-05-22
2757,383,>IMS-10267-CVDP-25911849-19EA-4EC6-8B20-2C7ED04587C0|2021-08-19
2758,0,>IMS-10594-CVDP-94E485A4-F32D-434D-A048-0B734347CD6A|2021-05-21
2759,270,>IMS-10013-CVDP-D997C4FC-7707-4495-8A82-47B0FE9C88C8|2021-02-01
2760,149,>IMS-10013-CVDP-E8F7D180-E6B0-4F00-9FD1-C38BA12F7F7B|2021-10-21
2761,579,>IMS-10087-CVDP-9950D54D-56FF-4D06-970B-1A87E9DB20FD|2021-11-28
2762,316,>IMS-10087-CVDP-0B999F1A-B797-4F6F-B9AC-FFA130B17E7A|2021-09-24
2763,253,>IMS-10116-CVDP-0BFE3122-3D85-4297-B5B7-2C9DC62BFF5C|2021-04-09
2764,253,>IMS-10116-CVDP-4154D524-739E-4327-9BCA-B9548994817B|2021-04-06
2765,83,>IMS-10087-CVDP-52ACC6F0-D59B-4352-9D7D-D491A78C47DD|2021-02-23
2766,79,>IMS-10087-CVDP-0E8DF0B1-EBCB-4C1F-9E5D-A9D443F813E5|2021-09-16
2767,457,>IMS-10594-CVDP-EC2714EC-8F3B-4938-A157-2B123FF91DBE|2021-11-03
2768,108,>IMS-10116-CVDP-335FFCBB-1111-410C-B085-5F60E418E00A|2021-02-19
2769,0,>IMS-10227-CVDP-D277C8B6-5A29-4BB3-ABB4-EF99B9AE0AE0|2021-09-15
2770,127,>IMS-10087-CVDP-286D55B7-E69B-477F-8B61-0D8022CB4176|2021-10-12
2771,647,>IMS-10116-CVDP-6C579985-ECE5-4FBD-AB17-BAC0985EC7C8|2021-05-15
2772,693,>IMS-10261-CVDP-962FC1A5-083A-4022-8ABA-578548FCC64B|2021-04-03
2773,137,>IMS-10227-CVDP-5A49B048-A446-4771-8028-B14BFADD149E|2021-12-28
2774,976,>IMS-10186-CVDP-526B2074-7709-4BAE-904D-E79073F4C01D|2021-12-31
2775,408,>IMS-10225-CVDP-18F57F45-D9DC-4D12-81EE-75A642266F86|2021-12-17
2776,259,>IMS-10116-CVDP-962A3AAC-1D6A-40DD-B30E-FAED5555B1AD|2021-08-27
2777,581,>IMS-10087-CVDP-B32232FD-2F89-4897-8B91-2ACC3827F567|2021-09-22
2778,0,>IMS-10061-CVDP-2FF2BAC6-163A-46FD-8C4B-54BF4AA21167|2021-08-25
2779,0,>IMS-10061-CVDP-E29D7466-7439-46F5-8C5F-31A0EE5EE144|2021-07-15
2780,27,>IMS-10013-CVDP-DBA462AF-9F21-4400-9539-84FBBC8B8C6A|2021-02-08
2781,127,>IMS-10186-CVDP-03A40F50-2828-459F-A559-E4EAC5C345AD|2021-12-15
2782,257,>IMS-10013-CVDP-A9C0CCB4-5DF1-4812-9B94-A87CFD8ABE66|2021-10-20
2783,598,>IMS-10594-CVDP-9732C93E-E729-4B6F-B444-0EC73E929602|2021-11-18
2784,272,>IMS-10594-CVDP-2723F7C2-CB97-4517-861E-6AF014A96B4E|2021-08-25
2785,432,>IMS-10116-CVDP-1613F666-AAC0-4562-92A2-121CB53DFD02|2021-05-07
2786,0,>IMS-10061-CVDP-B02D45E4-35CF-4B9F-9F21-6C2A8665A4F6|2021-05-06
2787,523,>IMS-10186-CVDP-90DB7446-C31C-4AF4-8CCC-27606F4D28B4|2021-11-17
2788,338,>IMS-10264-CVDP-E3A6DEAF-5B34-498D-9CAE-54D41D223CA5|2021-01-15
2789,544,>IMS-10087-CVDP-74F2C7C1-AE91-45DF-91D5-FD5A8ED94670|2021-11-28
2790,263,>IMS-10227-CVDP-68B82379-6088-4177-8947-88CA939B3223|2021-09-22
2791,83,>IMS-10087-CVDP-23F35E19-9495-4762-940D-07604453FC5E|2021-10-07
2792,0,>IMS-10061-CVDP-AB0BB66F-3126-40F9-8EF9-CA08C1B1F429|2021-11-25
2793,18,>IMS-10061-CVDP-5EFFDB84-DAF4-4197-9A89-8161EE61BDD6|2021-02-11
2794,299,>IMS-10013-CVDP-3667D93F-2C63-4EAE-83E7-D0470ADD570C|2021-10-14
2795,274,>IMS-10087-CVDP-D1302BBE-6221-415C-88DE-13FC7985896B|2021-12-03
2796,1,>IMS-10061-CVDP-16AD08E0-886C-4F74-BE70-4C695CC5E0BB|2021-07-09
